Age,GS,G,Assist_Pct,Usage_Pct,DRtg,Rising_Star
21,72.66666667,74.33333333,5,19.1,106,0
29.5,0,10.5,22.6,29,111,0
21,35.33333333,44.66666667,7,18.3,106,0
27,20,67.33333333,13.3,22,113,0
21,30,54.33333333,35.7,24.2,114,0
20.5,0,16,31.9,30.5,100,0
24,5.333333333,51.33333333,16.9,16.4,112,0
22,0,10,21,18.1,117,0
23,45.33333333,73.33333333,23.8,23.3,115,0
23,21.33333333,58.66666667,23.5,28.1,112,0
22,5,42,12.6,25.3,107,0
23,6.333333333,52.66666667,5.2,18.7,108,0
25,0,12,15.1,19.4,112,0
23,2,30,31,15.8,113,0
25.33333333,1.666666667,28.66666667,20.9,23.9,114,0
22,1.333333333,21.33333333,7.1,20.5,108,0
20,14,57,15.8,21.1,117,0
26,0,1,0,10.2,123,0
21,5,43,2.9,14.7,108,0
26,1,15.66666667,40.3,15.6,109,0
26,0,3,19.4,20.3,111,0
25,0,3.5,20.8,26.1,119,0
23,1.333333333,25,6.9,19.9,109,0
23,19.66666667,62.33333333,8,15.3,110,0
25,3.333333333,25.33333333,15.5,15.7,109,0
21,21.33333333,58,14.1,26,114,0
29,0,13,36.4,23.8,113,0
22,3,42,13.5,15.3,105,0
20.5,40,68,8.9,15.4,113,0
22,0,2,0,42.8,119,0
23,39,62,13.2,18.2,108,0
20.5,0,19,19.3,26.4,107,0
20.5,69,74.5,36.5,26.6,111,1
22,12.33333333,52.33333333,5.9,14.6,113,0
26,6,13,13.8,12.7,112,0
27,3,18,7.7,10,108,0
22,14,68,7,15.4,110,0
21,44.33333333,52,19.3,21.4,119,0
24,0.666666667,15.66666667,28.3,11.7,110,0
23,6.333333333,56,8.8,20.9,108,0
26.5,0,4,18,22.8,116,0
24.33333333,7,37.66666667,8.1,17.4,110,0
25,0,7.333333333,10.5,22.4,115,0
24.66666667,3,40.33333333,16,19.6,107,0
23,19,69,8.1,15.8,114,0
23,0,34,10.8,19,111,0
21,0,3,18.7,22.1,113,0
22,0,9,18.6,12.7,121,0
22,0,1,0,0,117,0
20,16,54.66666667,15.5,19.8,107,0
21,26,53,13.9,27.2,107,0
22,0,16,3.8,11.9,111,0
22,5.333333333,49.33333333,9.3,19.3,110,0
20,0,5,5.5,11.7,103,0
26,0.666666667,15.66666667,28.7,20.6,114,0
27,0,1,20.8,13.5,104,0
21.6,81,81,17.2,28.9,110,1
23.85714286,59.71428571,63.57142857,27,33.2,105,1
21.5,0,29,22.7,28.4,113,0
23.5,1.5,34.5,6.5,15.6,113,0
23,0,5,5,19.5,110,0
23,0,3,0,5.1,115,0
24,4,31,6.8,17.8,114,0
20,0,9,9.4,18.1,112,0
23,10,67.66666667,13.1,21.1,107,0
21,8.333333333,74.33333333,6.4,19.4,110,0
25.14285714,67.28571429,73.14285714,31.2,31.5,114,1
22,17,43.33333333,44.3,16.3,113,0
24,62,62,18.7,23.7,113,0
23,65.33333333,68.66666667,7.5,21.3,106,0
24.5,23.5,40.5,9.5,12.3,112,0
24,8.333333333,67.66666667,15.7,25.7,108,0
21,66.33333333,79.33333333,7.8,19.5,111,0
25.09090909,70.63636364,70.63636364,26.7,33,110,1
34.33333333,69.33333333,69.33333333,15.7,24.5,101,1
23,0,7,6.7,25.5,115,0
20.5,53.5,65.5,17.5,17.1,116,0
23,0,32,4.8,16.2,110,0
19.5,30.5,70,7.4,22.3,116,0
24.28571429,59.85714286,65.28571429,21.4,28.8,109,0
22,0,17,6.1,27.1,112,0
19,3,50,13.9,20.5,115,0
22,10,64.66666667,6.1,23.5,110,0
20,2.666666667,41.33333333,8.5,16.5,106,0
26,8.333333333,44,8.5,14.1,110,0
24.2,50.2,64,21,26.2,113,1
22.5,0,17,6.7,17.2,116,0
24,0,41,9.8,16.1,110,0
24.5,72.25,76.875,14.6,27.6,112,1
34,56.85714286,56.85714286,34.6,35.7,113,1
20.5,6,16.5,16.5,17,125,0
20.5,1,43,5.1,19.9,108,0
21.5,0,2.5,22.4,22.5,110,0
24.5,3.5,34.5,15.8,14.2,109,0
23,31.33333333,58.66666667,33.3,24.7,112,0
24,0,10,2.8,17,104,0
21.25,58.25,58.5,7.9,31,109,1
22,12,45,19.4,17.2,115,0
22,11,61,13.7,14.4,101,0
26,2,32,16.4,13.3,108,0
22,0,2,0,21.8,120,0
33,75,75,12.1,14.4,106,1
23,37.33333333,67,11.5,23.8,112,0
30.5,67,67,34.8,26.1,109,1
23,13.66666667,59,13.1,18.6,106,0
25,56,81.33333333,7.3,15.8,113,0
23.5,0,8.5,15.8,23.6,111,0
24,0,14,6.1,19.1,105,0
22,65,65,36.5,31,112,1
23,5,49,5.3,15.8,105,0
29.28571429,71.28571429,71.28571429,13.2,30.2,110,1
24.5,0,20,21.1,22.2,108,0
21,24.33333333,44,28.3,23.5,106,0
24,6.333333333,35.33333333,9.7,13.8,116,0
23,55,66.33333333,14.5,16,110,0
21.5,27,63,9,15,115,0
24,16.66666667,67,17.6,19.2,111,0
25.5,0.5,11,33.9,16.8,117,0
24,18.66666667,64,9.7,15.9,109,0
28.5,0,9.5,8.4,12.7,112,0
23,22.33333333,61,7.8,17.6,99,0
21,56.33333333,56.66666667,7.6,25.1,112,0
23,18,61.66666667,10.1,14.8,108,0
25,0,24,14.2,19.5,112,0
30,71.45454545,71.45454545,49.7,33.5,109,1
26,0,17.33333333,34.1,28.6,111,0
23,0,14,9.4,10.9,115,0
20.5,2,35,10.3,20.3,114,0
21,47.33333333,51.66666667,29.3,18.6,111,0
24,2.333333333,21,28,24.9,111,0
20,0,10,11.8,17.1,113,0
23.5,57,76,6.5,13.1,103,0
23,2.333333333,30.66666667,6.2,23.1,102,0
20,21,29,4.5,13,112,0
26.5,0.5,27.5,7.6,20.7,112,0
23,0,7,3.5,25.7,114,0
29,82,82,11.1,22.7,107,0
19.66666667,60,60,45.3,37,109,1
20,0,1,28.9,14.5,118,0
22,1.333333333,42,6.9,22.8,109,0
23.5,0.5,35,7.6,16.8,109,0
22,14.66666667,54.66666667,19.2,19.8,117,0
23,11,34,11.6,19,111,0
25,0,16,8.4,19.9,112,0
26.5,64.5,64.5,13.2,21.5,105,1
21.5,0.5,14.5,31.7,25.4,110,0
22,1.333333333,23.33333333,8.7,19.3,114,0
25,37.33333333,62.33333333,24.3,20.7,113,0
27.5,2.5,63.5,23.4,18.3,113,0
22.33333333,4,12,19.8,21.8,115,0
25,1.666666667,16.66666667,8.3,18.5,112,0
24,0,7.666666667,10.3,18.7,107,0
21,6.333333333,55,10.2,22,114,0
22,0,47,7.5,14.5,106,0
20,0.333333333,63.66666667,16.9,24.9,115,0
22,0,1,0,41.5,123,0
25,0,4,0,16.1,103,0
22.33333333,6.666666667,29.66666667,14.8,20.4,112,0
33,79,80,26.4,26,105,0
24,16.33333333,54.66666667,14.6,23.4,111,0
28,74,74,24.8,26.4,108,1
32.5,0.5,38,33.9,17,114,0
25,0,81,2.4,13,99,0
23,1,66,11.8,20.1,114,0
24,0,4,0,10.2,111,0
22,0,11,2.2,24.4,116,0
22.5,0,23.5,8.3,12.3,116,0
24,0,18,0,20.9,113,0
23,8,58.66666667,7.6,22.2,109,0
24,0,5,16.1,23,114,0
21,24,69,22,18.8,108,0
23,30.33333333,65.66666667,13.2,25.3,112,0
24,0,2,13.4,25.9,110,0
23.5,25,71.5,21,16.3,105,0
21,13.66666667,73,11.2,19.9,111,0
25,1,39,8.8,10.5,104,0
24.33333333,11.66666667,37.66666667,13.9,18.9,111,0
20,24.66666667,32.33333333,31.3,23.1,111,0
23,13,75.33333333,10.9,23.2,106,0
24,0,42,12.4,17.6,113,0
21,0,1,0,0,69,0
20,42,65.66666667,8.1,20.6,113,0
21,1,30.33333333,25.6,18.2,112,0
22.5,1,63,7,25.1,109,0
24.5,0.5,14.5,8.1,12.8,111,0
19.5,5,37.5,5.9,25.9,110,0
24,49.66666667,78,16.2,19.2,104,0
22,13,57,8.3,11.6,105,0
24,0,4,8.3,7,96,0
22,0,4,6.7,9,104,0
25,0,33,7.9,17,108,0
24,0,3,0,28.6,113,0
24,10.33333333,71.66666667,26.2,15.9,111,0
20,34.66666667,67,6.4,15.9,107,0
24,4,32,3.5,14.3,110,0
23,0,2,0,24.4,119,0
27,25,69.66666667,6.8,13.9,111,0
22.5,0,12.5,3.3,23.5,113,0
21,5.333333333,54.66666667,7.3,15.8,110,0
22,0,12,4.9,23.5,106,0
21.5,75.5,75.5,12.3,28.3,112,0
23,56.66666667,63.33333333,37.3,26.7,108,0
25,0,8,1.9,9.8,115,0
24,0,9,7.9,15,114,0
20,63.66666667,65,10.1,18.4,110,0
21,1,48,8,22,107,0
29,13,36,6.4,11.5,108,0
25,7,26,2.9,13.1,105,0
22.5,40,73.5,9.8,12.4,115,0
22,80,80,24.8,18.4,112,0
26.5,0,8.5,10.2,24.2,108,0
27,10,36,29.4,25.1,113,0
23,2.666666667,40,9.1,19.3,106,0
25,2.333333333,62.66666667,10.9,23.7,108,0
22,0,2,5.4,9,116,0
20.5,44.5,72.5,9.4,20,114,0
25,35.66666667,55.66666667,5.7,21.4,104,0
30.5,18,30,28.8,18.2,115,0
24,0,10,11.7,18.2,109,0
27.5,2.5,34.5,10.3,43.7,120,0
26.5,1,26.5,8.3,20.9,113,0
28,3.666666667,55,8.1,20.5,109,0
26,0,5,18.6,17.6,111,0
22.5,1,26,6,20.4,106,0
20.5,13,63.5,4.2,13.3,107,0
22,0,5,0,12,113,0
20.5,0.5,53.5,7.4,17.8,103,0
23,4.666666667,50,41.2,17.2,112,0
23,6,57.66666667,10.1,23.8,110,0
21.5,5,40,10.1,21.7,114,0
26,0,4,4.4,12.9,101,0
20,0,9,4.1,21.2,107,0
27.5,0,12.5,45.1,23.7,113,0
25,3,7,5.8,16.2,118,0
23,3,5,11.6,13.7,113,0
25,0,20,8.9,15.7,107,0
20,57.66666667,68.66666667,7,20.9,106,0
25.5,4.5,59.5,21.6,18.6,103,0
19,5,48,5.1,13.7,115,0
23.66666667,10.33333333,28,23.3,16.8,114,0
23,2,39,8.7,16.3,112,0
25,0,6,23.3,45,113,0
20,11,30,11.2,24,110,0
28,7.333333333,64,11.4,16.4,111,0
22,0,24,12.1,17.2,109,0
21,50.66666667,64.33333333,10.5,18.8,103,0
24.5,3.5,64.5,26.6,17.9,104,0
22,0,28,6.3,17.4,106,0
24,23,74,5.7,21.4,113,0
21,0,41,20.3,22.8,113,0
21.5,46,58.5,8.1,17.8,108,0
20,0,15,12.6,14.8,110,0
23.5,1,29,13.9,16,111,0
27,3,18,23,18.2,108,0
29,6,52,10.2,15.9,112,0
23,0,9,6.7,13.3,112,0
25,0,9,22.3,15.5,108,0
22,21,75.33333333,12.9,16.7,113,0
22,66.4,74.6,37,27.4,109,1
24,18.66666667,72.66666667,9.7,22.8,105,0
26,36,58,4.9,22.5,111,0
23.5,57.25,66.25,21.9,28,105,1
20,32.33333333,59,3.7,17.3,110,0
23.5,2,42,19.9,24.7,112,0
23,20,65,11.8,21.1,109,0
24,4,75.66666667,17.9,21.8,108,0
26,0,20,5.3,12.9,101,0
22.5,49.5,76.5,12.2,21.8,112,0
21,43.33333333,68,7.5,15.5,109,0
23.5,0,18.5,11.1,13.3,103,0
25,1.333333333,14.66666667,6,14.1,118,0
24,5,44,4,22.8,109,0
25,0,1,14.4,14.9,109,0
28,0,4,14.5,14.4,114,0
21.5,7,47.5,8.1,18.8,113,0
22,31,71,8.4,19.4,110,0
24.33333333,0.333333333,34.33333333,12.5,17.8,110,0
21,0,19,7,15,107,0
23,0,7,0,23.4,107,0
25.66666667,0.666666667,12.33333333,9.3,26.7,109,0
21,28.66666667,62,7.9,16.2,107,0
22.5,27,55.5,5.1,20.4,108,0
27.5,63,80,8.6,14.2,109,0
21,57,58,11.3,18.6,112,0
22,0,9.666666667,17.5,42.9,111,0
36,16,70.33333333,27.5,11.7,110,0
22,0,3,14.5,23.3,108,0
23.5,43.75,67.25,17,28.5,107,1
24,2,51.66666667,12.7,18.7,113,0
23,0,5,0,10.2,115,0
25,36.66666667,51,24.2,16.1,108,0
26,1,4,0,20.6,106,0
26,0,7,14.2,19.5,109,0
22,10.33333333,52.33333333,10.6,12.8,110,0
22,16,62.33333333,7.6,17.9,110,0
22,1,30,27.1,38.9,114,0
32,74.25,74.25,21.7,24.7,103,1
23.77777778,70.55555556,75.22222222,20.3,30.4,108,1
29.5,73.5,74.25,17.9,25.7,104,1
33,70.66666667,70.66666667,24.3,28.1,105,1
25,0,5,23.9,14.8,110,0
22.5,15,49,8,15.2,112,0
31.5,14.5,56.5,9.8,18.6,107,0
22,7,47.66666667,5.5,19.6,108,0
23,0,24,21,15.6,112,0
23,3.666666667,49.33333333,40.7,18.7,107,0
25,1,8,38,25.3,112,0
26,0,20,3.6,20.3,107,0
23,7.333333333,53.33333333,8.7,15.5,109,0
21,5.333333333,23,16.8,23.1,110,0
23,5,63,7.6,13.9,108,0
24,9.333333333,40.33333333,22.8,20.2,114,0
23,0,3,7.7,8.7,121,0
23,0.333333333,14.66666667,10.3,22.5,113,0
19,55,56,12.8,24,114,0
24.5,60,60,52.5,21.7,103,1
24.5,0,15,2.5,14.7,112,0
23,1,82,23.3,19.9,113,0
20,2.666666667,46.33333333,8.7,17.2,113,0
24,17.66666667,54,23,18.3,108,0
21,1,10,15.2,19,117,0
35,80,80,12.7,19.8,104,1
23,15.33333333,51.33333333,21.3,18.2,112,0
21,3,14,5.1,17.8,108,0
22,0,14,3.5,13.6,112,0
23,0.666666667,38.66666667,9.2,15.4,108,0
26,0,3,0,12.7,116,0
22,12,65,23.1,22.6,106,0
24,10.66666667,45.66666667,14.7,18.9,114,0
23,6.666666667,52,12.3,18.6,109,0
21.5,0,14,13,28.6,113,0
22,53.33333333,60,38.8,21.2,104,0
24.5,4.5,49,5.6,12.6,113,0
24,32.66666667,48,9.8,21.8,106,0
24,11.33333333,54.66666667,7.4,15.5,110,0
21.5,1.5,27.5,9.5,12.3,100,0
21.5,43.5,59,1.3,20.4,110,0
20.5,25,51,9.4,18.4,109,0
23,51.66666667,62.66666667,14.4,22.9,107,0
26,37.33333333,54,10.3,15.4,111,0
23,2,16,8.5,18.7,115,0
23,67,73,24.7,26.4,112,0
22,18,45.66666667,22.7,26.7,107,0
25,0,13,20,19.1,110,0
20,1,27,2.6,11.9,110,0
24,4.666666667,32,17.3,14.8,116,0
22,42,58.33333333,14.2,22.2,109,0
24.75,73.75,77,13.5,23.6,106,1
25,25,71.66666667,12,14.6,109,0
22,0,3,0,4.9,117,0
24.5,2.5,70,16.9,18.7,108,0
23.25,39.75,62.5,8.2,16.1,104,1
21,41,41,8.3,18.7,117,0
23.5,0,13.5,25.4,30.1,106,0
25.72727273,75.27272727,75.27272727,57.3,41.7,109,0
21.5,10,63.5,7.1,24.4,103,0
24,12,54.33333333,18.9,12.5,115,0
28.5,0.5,29.5,8.3,16.3,114,0
23,19.66666667,49,10.9,17.9,112,0
25,0,5,0,16,112,0
30,6,56,7.2,14,102,0
22,1,51,7.7,15.5,111,0
25,16.33333333,64.33333333,6.9,22.1,112,0
23,3.666666667,36.33333333,6.3,22.1,112,0
30,0,25,4.5,13.7,100,0
25,0,5,44.2,31,113,0
26,0,1.5,18.8,31.1,118,0
26,8,35,14.6,23.8,115,0
23,0,20,0.7,15.6,106,0
19,19,38,3.6,16.9,114,0
24,1,64,18.1,12.2,111,0
24,2.666666667,63.33333333,5.1,14.1,112,0
24.5,8.5,34.5,5.1,14.6,108,0
21,36.66666667,73.66666667,2.5,16.2,104,0
21,7.333333333,31.66666667,12.3,14.4,114,0
24,3,16,15.6,17.4,112,0
22,4.333333333,52.33333333,9.6,25.3,115,0
24,4,53,23.1,21.2,109,0
20.5,68,72.5,17.8,23.7,112,0
22.5,8,26,17.4,19.6,111,0
21,0,4,32.1,22.9,107,0
26,0,2,0,14.9,114,0
22,13,67.33333333,29.3,17.7,110,0
25,7.666666667,46.33333333,22.2,18.1,110,0
24,0,18,10.7,25.4,106,0
23.5,0,13.5,10.9,23.9,103,0
24,3,30,7,14,112,0
22,4.666666667,56,28.8,19,109,0
23,0,20,19.6,20.9,111,0
22,0,3,78.5,29.4,88,0
23.5,9,68.5,7.8,12.1,111,0
21,13.66666667,38.33333333,9.1,21.3,111,0
22.5,0,13,4.6,17.2,112,0
23,27,56.33333333,11.9,15.9,105,0
23.5,23.5,64,11.6,20.3,116,0
22,6.333333333,35,34.9,21.1,112,0
21,59,72,13.2,19.6,109,0
20,19,73,10.8,19.6,107,0
27,0,4,8,14.6,112,0
25.66666667,67.77777778,68.44444444,39.9,32.6,112,1
20,0,19,5.3,14.8,108,0
23,4,52.33333333,10.7,16.7,110,0
36,71.5,71.5,53.1,22.9,114,1
21,55.66666667,77,5.5,14.3,105,0
24,4,37.66666667,28,24,110,0
21.5,13.5,49,12.3,17.1,116,0
21,0.666666667,45.33333333,6.9,18.5,112,0
24,23,79.33333333,37.5,17,108,0
22,21.33333333,51,7.2,19.9,113,0
24,0,6,0,29,98,0
24,0,1,0,18.1,114,0
25,29.66666667,75,5.9,18.6,103,0
19,0,2,44.9,8.4,94,0
24,18.33333333,56.33333333,5.6,15.7,111,0
24,0,3,0,16.7,111,0
23,46.33333333,65.33333333,13.9,22.1,115,0
23,0,8,4.3,17.6,113,0
23,6,35,17.9,11.2,109,0
22,2,64,14.6,18.9,106,0
20,41,61.66666667,5,10.6,114,0
24.5,0.5,21,12.2,17.1,109,0
22,31.66666667,42.66666667,8.6,18.4,105,0
22,41.66666667,78.66666667,7.2,19.6,110,0
23,3,43,22.4,24.7,110,0
22,5.333333333,64.33333333,17.5,20.4,108,0
21,45,67,7.5,21.5,111,0
25,1,10,13.8,30.2,110,0
23.5,0,25.5,22,22.4,111,0
21,27,41.66666667,11.9,18.3,115,0
22,1.333333333,64.66666667,7.6,20.2,107,0
22,0,11,20.5,17.7,115,0
20,17,65,6.3,17.8,110,0
27,22,66.66666667,10,20.7,103,0
26,0,12,4,19.1,106,0
35.25,74.75,75,17.8,27.8,101,1
25,13.33333333,42.33333333,39.4,19.4,110,0
22,10.66666667,67.33333333,13.5,23.8,114,0
24,0,3,11.8,27.1,104,0
22.5,0,9.5,21.1,22.8,111,0
25,16.66666667,43.33333333,4.9,17.4,108,0
22,11,57,9.6,17.8,113,0
20,26.33333333,52.66666667,8.8,22.2,107,0
26,29,70,24.8,14.1,116,0
24,10,58.33333333,19.6,24.4,113,0
21,0.666666667,20.66666667,5,23.6,107,0
22.5,0,12,22.6,22.6,109,0
30,64.66666667,64.66666667,40.4,27.7,107,1
23,22.33333333,71,9.1,14.9,109,0
20,10.33333333,45.66666667,34.9,30.5,111,0
21.5,0,22.5,14,20.3,111,0
28,20.33333333,54.66666667,6.3,12.4,112,0
24.5,0,28,21.5,24.9,109,0
20.66666667,67,67,45.6,34.9,117,1
21,0,10,17,20.5,105,0
25.5,0.5,34,9.9,17.5,112,0
22,0,10,18.8,22.9,106,0
24,8,41.66666667,7.8,12.8,112,0
20,0,3,59,20.9,110,0
24,20,54.33333333,7.4,15.6,109,0
22,37,70,29.4,25.3,115,0
25,0,2,0,8.8,91,0
26.5,0,9.5,17.4,20.2,117,0
21,13,74.66666667,10.1,21.7,110,0
27,0,1,0,0,117,0
21,0,24,4.5,27.2,105,0
21,63,74.66666667,6.9,19.2,108,0
19.5,12,56.5,14.9,17,115,0
23,0,4,42.5,21.8,107,0
23,0.333333333,31.66666667,11.4,21.3,114,0
23,5.666666667,24,7.7,20.1,111,0
22,0,28,18.8,17.6,112,0
23,33.33333333,68.66666667,30.2,21.2,111,0
23.5,0.5,25,7.8,14.8,112,0
22,0,11,4.5,16.7,116,0
21,0,1,0,40.7,116,0
21.5,8,52,12.5,20,114,0
21,3.333333333,44,27.3,20.6,114,0
25,10,55,9,25.5,107,0
20,6,47,11.1,22,112,0
21.5,0,12,11.5,23.4,111,0
23,2.333333333,47,16.6,20.9,107,0
21.5,0,13,8.2,10.6,120,0
22,19.33333333,44.33333333,30.5,20.3,122,0
24,41,76.33333333,10.8,19.6,110,0
21,62,64,26.1,26.2,111,0
24,6.333333333,35.33333333,11.8,18.7,115,0
22.5,1.5,30.5,21.4,25.8,110,0
30,66,66,4.5,13,104,1
20,3.666666667,59.66666667,28,16.1,111,0
22.66666667,0.333333333,3.333333333,16.8,24.3,114,0
25,0,23,6.4,15.1,105,0
25.5,0,22.5,6.6,18.3,110,0
24,0,5,0,18.6,116,0
25,5.333333333,26.66666667,9.1,14.1,110,0
23.4,55.6,67,25.2,30.1,108,1
22,0,2,0,10.9,118,0
23,0,4,0,38.5,107,0
26,0,21,8.6,15.8,105,0
22,0,14,9.1,19.1,111,0
25,8,37,5.2,18.6,104,0
21,0.333333333,18.66666667,22.8,23.3,113,0
29,0,28,26,17.8,107,0
25.5,1.5,5.5,30.3,26.6,114,0
23,4.333333333,63,9.4,17.4,115,0
23,9,41.33333333,16,22.6,115,0
19.5,43.5,43.5,10.7,19.1,110,0
22,1,28,5,14.5,111,0
24,14.33333333,58.33333333,7.9,13.1,112,0
24,49.33333333,64.66666667,11,21.4,112,0
24,56.66666667,76.66666667,10.2,21.3,109,0
23,1.666666667,57.33333333,13.3,21.2,109,0
27,20,63,28.2,20.1,113,0
23,0,8,16.4,16.8,103,0
28.5,0,4.5,28,22.1,115,0
26,0,2,9,15.9,115,0
23,39.33333333,71.33333333,13.7,21.8,109,0
26,4,50.66666667,3.9,18.1,108,0
21,0,19,30.4,15.5,110,0
23,8.666666667,59.33333333,11.5,22.1,111,0
22,64,65,9.8,20.2,113,0
20,6,44.33333333,7.6,18.7,111,0
24,0,10,24.6,19.1,114,0
23,0,5,23,21.7,111,0
27,0,2,11.4,23.3,107,0
22,0,2,0,13.2,104,0
30,5,5,7.3,24.8,105,0
22,51,52,4.9,20.1,109,0
24,17.66666667,66.33333333,23.2,19.6,114,0
24.5,0,15.5,6.6,15.8,111,0
26,0,24,27.7,25,109,0
21,1.333333333,48.66666667,9.1,16.6,119,0
20,40,68.66666667,24,23.5,115,0
26,0,1,0,21.6,90,0
22,0,5,10.2,16.1,112,0
29.5,78,78.5,8.2,24.6,109,0
19.5,1,6.5,12.3,19.9,113,0
22.5,0,9.5,2.1,43.4,120,0
19,19,19,12.6,29.6,113,0
25,1,16,11.2,22.9,112,0
24,0,3,7.9,10.5,114,0
24,5.333333333,58,5.5,15.9,111,0
24,0,2,0,16.5,109,0
25,28,76.66666667,4.8,16.3,103,0
